dispatch_id,product,wagon_type,num_wagons,quantity_tonnes,fill_percentage,destination_id,destination_city,distance_km,planned_dispatch_date,actual_dispatch_date,delay_days,is_delayed,pending_orders_count,inventory_level,dock_utilization,is_month_end,day_of_week,month,demurrage_cost,freight_cost,total_cost
DISP2497,Plate,BOST,50,2089.95,83.6,CMO06,Ahmedabad,1900,2023-01-15,2023-01-15,0,0,11,0.713,0.429,0,6,1,0,4765086.0,4765086.0
DISP2498,Structurals,BOXN,52,2292.23,76.0,CMO02,Mumbai,1800,2023-06-06,2023-06-06,0,0,45,0.661,0.378,0,1,6,0,4951216.8,4951216.8
DISP2499,Structurals,BOBYN,53,2982.18,93.78,CMO07,Pune,1750,2023-06-13,2023-06-15,2,1,62,0.583,0.815,0,1,6,1590000,6262578.0,7852578.0
DISP2500,Semis,BCN,46,1835.06,72.53,CMO03,Chennai,2100,2023-07-08,2023-07-08,0,0,28,0.515,0.564,0,5,7,0,4624351.2,4624351.2
DISP2501,Plate,BOXN,40,2266.49,97.69,CMO02,Mumbai,1800,2023-11-28,2023-12-02,4,1,34,0.925,0.982,1,1,11,2400000,4895618.4,7295618.4
DISP2502,CR Coil,BLC,53,2892.07,88.01,CMO01,Delhi,1200,2023-03-18,2023-03-18,0,0,16,0.966,0.419,0,5,3,0,4164580.8,4164580.8
DISP2503,HR Coil,BOST,53,2469.82,93.2,CMO06,Ahmedabad,1900,2023-08-21,2023-08-25,4,1,68,0.295,0.799,0,0,8,3180000,5631189.6,8811189.6
DISP2504,Semis,BCN,55,2464.23,81.46,CMO03,Chennai,2100,2023-08-09,2023-08-11,2,1,31,0.68,0.997,0,2,8,1650000,6209859.6,7859859.6
DISP2505,Wire Rod,BLC,44,1933.15,70.86,CMO02,Mumbai,1800,2023-05-15,2023-05-17,2,1,35,0.694,0.935,0,0,5,1320000,4175604.0,5495604.0
DISP2506,Wire Rod,BOXN,55,2360.48,74.0,CMO01,Delhi,1200,2023-06-15,2023-06-15,0,0,55,0.749,0.799,0,3,6,0,3399091.2,3399091.2
DISP2507,Structurals,BCN,42,1683.03,72.86,CMO05,Hyderabad,1600,2023-01-31,2023-01-31,0,0,11,0.466,0.464,1,1,1,0,3231417.6,3231417.6
DISP2508,Plate,BOST,41,1438.3,70.16,CMO06,Ahmedabad,1900,2023-09-16,2023-09-21,5,1,53,0.442,0.576,0,5,9,3075000,3279324.0,6354324.0
DISP2509,Plate,BOST,45,1750.7,77.81,CMO01,Delhi,1200,2023-09-15,2023-09-17,2,1,68,0.944,0.915,0,4,9,1350000,2521008.0,3871008.0
DISP2510,Plate,BOBYN,48,2116.95,73.51,CMO04,Kolkata,350,2023-01-23,2023-01-24,1,1,21,0.599,0.981,0,0,1,720000,889119.0,1609119.0
DISP2511,Wire Rod,BCN,48,2257.44,85.51,CMO03,Chennai,2100,2023-08-12,2023-08-12,0,0,26,0.452,0.996,0,5,8,0,5688748.8,5688748.8
DISP2512,CR Coil,BLC,41,1923.47,75.67,CMO05,Hyderabad,1600,2023-01-28,2023-01-31,3,1,34,0.347,0.629,1,5,1,1845000,3693062.4,5538062.4
DISP2513,HR Coil,BOXN,54,2527.39,80.7,CMO04,Kolkata,350,2023-12-30,2024-01-03,4,1,76,0.588,0.645,1,5,12,3240000,1061503.8,4301503.8
DISP2514,HR Coil,BOXN,46,2562.49,96.05,CMO03,Chennai,2100,2023-04-03,2023-04-03,0,0,26,0.8,0.876,0,0,4,0,6457474.8,6457474.8
DISP2515,Structurals,BOBYN,58,3477.92,99.94,CMO05,Hyderabad,1600,2023-01-03,2023-01-03,0,0,72,0.813,0.426,0,1,1,0,6677606.4,6677606.4
DISP2516,CR Coil,BLC,43,2575.92,96.62,CMO07,Pune,1750,2023-01-14,2023-01-16,2,1,41,0.745,0.776,0,5,1,1290000,5409432.0,6699432.0
DISP2517,HR Coil,BCN,44,1714.96,70.87,CMO07,Pune,1750,2023-08-24,2023-08-25,1,1,66,0.563,0.969,0,3,8,660000,3601416.0,4261416.0
DISP2518,HR Coil,BOST,54,2153.18,79.75,CMO06,Ahmedabad,1900,2023-10-19,2023-10-19,0,0,21,0.369,0.334,0,3,10,0,4909250.4,4909250.4
DISP2519,TMT Bar,BOXN,42,2105.06,86.41,CMO07,Pune,1750,2023-11-05,2023-11-07,2,1,53,0.274,0.479,0,6,11,1260000,4420626.0,5680626.0
DISP2520,Wire Rod,BOXN,46,1998.02,74.89,CMO01,Delhi,1200,2023-07-26,2023-07-27,1,1,41,0.718,0.968,1,2,7,690000,2877148.8,3567148.8
DISP2521,Semis,BCN,44,1954.67,80.77,CMO04,Kolkata,350,2023-02-19,2023-02-19,0,0,52,0.61,0.643,0,6,2,0,820961.4,820961.4
DISP2522,Wire Rod,BOST,53,1926.73,72.71,CMO03,Chennai,2100,2023-08-05,2023-08-06,1,1,52,0.691,0.604,0,5,8,795000,4855359.6,5650359.6
DISP2523,TMT Bar,BOBYN,44,2585.09,97.92,CMO04,Kolkata,350,2023-09-27,2023-10-01,4,1,72,0.267,0.628,1,2,9,2640000,1085737.8,3725737.8
DISP2524,TMT Bar,BOBYN,49,2800.24,95.25,CMO02,Mumbai,1800,2023-09-25,2023-09-26,1,1,59,0.436,0.333,1,0,9,735000,6048518.4,6783518.4
DISP2525,HR Coil,BLC,53,2393.34,72.83,CMO05,Hyderabad,1600,2023-12-05,2023-12-05,0,0,77,0.85,0.549,0,1,12,0,4595212.8,4595212.8
DISP2526,Semis,BOXN,43,2299.85,92.22,CMO05,Hyderabad,1600,2023-08-25,2023-08-28,3,1,27,0.829,0.89,1,4,8,1935000,4415712.0,6350712.0
DISP2527,Structurals,BCN,58,2925.96,91.72,CMO03,Chennai,2100,2023-12-10,2023-12-10,0,0,62,0.699,0.486,0,6,12,0,7373419.2,7373419.2
DISP2528,Semis,BOBYN,46,2085.25,75.55,CMO07,Pune,1750,2023-11-06,2023-11-06,0,0,38,0.897,0.374,0,0,11,0,4379025.0,4379025.0
DISP2529,HR Coil,BOXN,40,1743.53,75.15,CMO04,Kolkata,350,2023-09-02,2023-09-02,0,0,63,0.753,0.908,0,5,9,0,732282.6,732282.6
DISP2530,Plate,BLC,49,2690.3,88.55,CMO06,Ahmedabad,1900,2023-11-12,2023-11-16,4,1,51,0.753,0.974,0,6,11,2940000,6133884.0,9073884.0
DISP2531,HR Coil,BOBYN,40,1817.38,75.72,CMO02,Mumbai,1800,2023-01-09,2023-01-09,0,0,29,0.887,0.446,0,0,1,0,3925540.8,3925540.8
DISP2532,Structurals,BLC,57,2676.21,75.73,CMO02,Mumbai,1800,2023-06-04,2023-06-07,3,1,64,0.319,0.595,0,6,6,2565000,5780613.6,8345613.6
DISP2533,Structurals,BLC,55,2869.33,84.14,CMO06,Ahmedabad,1900,2023-08-19,2023-08-19,0,0,79,0.394,0.506,0,5,8,0,6542072.4,6542072.4
DISP2534,Wire Rod,BCN,40,1607.76,73.08,CMO01,Delhi,1200,2023-08-10,2023-08-10,0,0,58,0.879,0.816,0,3,8,0,2315174.4,2315174.4
DISP2535,Plate,BOXN,55,2615.49,81.99,CMO03,Chennai,2100,2023-09-20,2023-09-20,0,0,80,0.78,0.955,0,2,9,0,6591034.8,6591034.8
DISP2536,Semis,BOBYN,41,2111.89,85.85,CMO04,Kolkata,350,2023-08-05,2023-08-05,0,0,78,0.453,0.344,0,5,8,0,886993.8,886993.8
DISP2537,Wire Rod,BOXN,55,2828.92,88.68,CMO04,Kolkata,350,2023-11-27,2023-11-30,3,1,49,0.559,0.605,1,0,11,2475000,1188146.4,3663146.4
DISP2538,Wire Rod,BLC,47,2483.58,85.23,CMO03,Chennai,2100,2023-10-28,2023-10-31,3,1,48,0.937,0.897,1,5,10,2115000,6258621.6,8373621.6
DISP2539,TMT Bar,BLC,53,3121.45,94.99,CMO06,Ahmedabad,1900,2023-12-11,2023-12-11,0,0,51,0.837,0.86,0,0,12,0,7116906.0,7116906.0
DISP2540,Plate,BCN,42,2079.27,90.01,CMO02,Mumbai,1800,2023-03-08,2023-03-10,2,1,27,0.36,0.724,0,2,3,1260000,4491223.2,5751223.2
DISP2541,Wire Rod,BOBYN,46,2393.06,86.71,CMO03,Chennai,2100,2023-01-10,2023-01-13,3,1,50,0.905,0.55,0,1,1,2070000,6030511.2,8100511.2
DISP2542,Plate,BOXN,50,2404.64,82.92,CMO01,Delhi,1200,2023-11-13,2023-11-13,0,0,34,0.297,0.457,0,0,11,0,3462681.6,3462681.6
DISP2543,TMT Bar,BCN,41,2099.47,93.1,CMO07,Pune,1750,2023-10-13,2023-10-13,0,0,39,0.917,0.897,0,4,10,0,4408887.0,4408887.0
DISP2544,Plate,BOXN,41,2325.66,97.8,CMO06,Ahmedabad,1900,2023-08-13,2023-08-13,0,0,63,0.97,0.829,0,6,8,0,5302504.8,5302504.8
DISP2545,Semis,BOST,43,2036.23,94.71,CMO05,Hyderabad,1600,2023-01-22,2023-01-22,0,0,69,0.284,0.741,0,6,1,0,3909561.6,3909561.6
DISP2546,TMT Bar,BCN,54,2757.91,92.86,CMO02,Mumbai,1800,2023-09-13,2023-09-13,0,0,17,0.323,0.555,0,2,9,0,5957085.6,5957085.6
DISP2547,HR Coil,BOBYN,54,3210.49,99.09,CMO07,Pune,1750,2023-01-04,2023-01-04,0,0,36,0.868,0.632,0,2,1,0,6742029.0,6742029.0
DISP2548,CR Coil,BCN,51,2565.34,91.46,CMO01,Delhi,1200,2023-08-01,2023-08-01,0,0,51,0.704,0.472,0,1,8,0,3694089.6,3694089.6
DISP2549,Plate,BOBYN,44,2483.0,94.05,CMO04,Kolkata,350,2023-07-31,2023-08-03,3,1,57,0.918,0.966,1,0,7,1980000,1042860.0,3022860.0
DISP2550,HR Coil,BOBYN,40,2196.69,91.53,CMO04,Kolkata,350,2023-09-22,2023-09-22,0,0,13,0.268,0.52,0,4,9,0,922609.8,922609.8
DISP2551,CR Coil,BOXN,52,2798.12,92.78,CMO04,Kolkata,350,2023-12-05,2023-12-05,0,0,24,0.922,0.34,0,1,12,0,1175210.4,1175210.4
DISP2552,Structurals,BOST,49,2023.19,82.58,CMO07,Pune,1750,2023-12-15,2023-12-17,2,1,75,0.899,0.805,0,4,12,1470000,4248699.0,5718699.0
DISP2553,Semis,BOST,44,2002.19,91.01,CMO03,Chennai,2100,2023-08-17,2023-08-17,0,0,31,0.91,0.737,0,3,8,0,5045518.8,5045518.8
DISP2554,Wire Rod,BCN,52,2667.29,93.26,CMO06,Ahmedabad,1900,2023-06-04,2023-06-04,0,0,15,0.23,0.534,0,6,6,0,6081421.2,6081421.2
DISP2555,Structurals,BOST,57,2237.76,78.52,CMO02,Mumbai,1800,2023-02-17,2023-02-17,0,0,70,0.641,0.665,0,4,2,0,4833561.6,4833561.6
DISP2556,CR Coil,BOXN,57,2901.85,87.78,CMO01,Delhi,1200,2023-05-04,2023-05-05,1,1,43,0.781,0.991,0,3,5,855000,4178664.0,5033664.0
DISP2557,TMT Bar,BOST,51,1879.72,73.71,CMO03,Chennai,2100,2023-11-30,2023-12-02,2,1,20,0.559,0.701,1,3,11,1530000,4736894.4,6266894.4
DISP2558,CR Coil,BOST,58,2651.74,91.44,CMO07,Pune,1750,2023-11-18,2023-11-20,2,1,73,0.876,0.464,0,5,11,1740000,5568654.0,7308654.0
DISP2559,Semis,BOST,44,2011.47,91.43,CMO06,Ahmedabad,1900,2023-09-24,2023-09-27,3,1,36,0.284,0.662,0,6,9,1980000,4586151.6,6566151.6
DISP2560,Wire Rod,BOBYN,53,3016.33,94.85,CMO01,Delhi,1200,2023-02-11,2023-02-14,3,1,16,0.25,0.922,0,5,2,2385000,4343515.2,6728515.2
DISP2561,TMT Bar,BOST,52,2278.83,87.65,CMO06,Ahmedabad,1900,2023-09-23,2023-09-28,5,1,55,0.898,0.709,0,5,9,3900000,5195732.4,9095732.4
DISP2562,Structurals,BLC,45,2073.82,74.33,CMO04,Kolkata,350,2023-03-07,2023-03-07,0,0,67,0.769,0.391,0,1,3,0,871004.4,871004.4
DISP2563,Semis,BOXN,46,2232.13,83.66,CMO05,Hyderabad,1600,2023-01-17,2023-01-17,0,0,25,0.955,0.559,0,1,1,0,4285689.6,4285689.6
DISP2564,Plate,BLC,43,1962.87,73.63,CMO07,Pune,1750,2023-10-20,2023-10-25,5,1,42,0.232,0.407,0,4,10,3225000,4122027.0,7347027.0
DISP2565,TMT Bar,BLC,40,2324.66,93.74,CMO03,Chennai,2100,2023-03-14,2023-03-16,2,1,80,0.537,0.956,0,1,3,1200000,5858143.2,7058143.2
DISP2566,CR Coil,BLC,40,1827.01,73.67,CMO07,Pune,1750,2023-06-28,2023-06-28,0,0,13,0.896,0.592,1,2,6,0,3836721.0,3836721.0
DISP2567,Plate,BCN,52,2409.75,84.26,CMO04,Kolkata,350,2023-11-07,2023-11-07,0,0,21,0.81,0.653,0,1,11,0,1012095.0,1012095.0
DISP2568,Wire Rod,BLC,44,2618.62,95.99,CMO06,Ahmedabad,1900,2023-06-16,2023-06-16,0,0,16,0.84,0.765,0,4,6,0,5970453.6,5970453.6
DISP2569,CR Coil,BCN,57,2237.59,71.37,CMO04,Kolkata,350,2023-12-10,2023-12-10,0,0,61,0.789,0.752,0,6,12,0,939787.8,939787.8
DISP2570,Structurals,BOST,49,2127.37,86.83,CMO01,Delhi,1200,2023-03-05,2023-03-09,4,1,76,0.268,0.969,0,6,3,2940000,3063412.8,6003412.8
DISP2571,Plate,BOBYN,55,2807.61,85.08,CMO05,Hyderabad,1600,2023-01-10,2023-01-10,0,0,20,0.727,0.672,0,1,1,0,5390611.2,5390611.2
DISP2572,TMT Bar,BOBYN,47,2675.92,94.89,CMO07,Pune,1750,2023-10-24,2023-10-26,2,1,61,0.268,0.673,0,1,10,1410000,5619432.0,7029432.0
DISP2573,Wire Rod,BOXN,50,2410.21,83.11,CMO07,Pune,1750,2023-08-01,2023-08-01,0,0,8,0.888,0.522,0,1,8,0,5061441.0,5061441.0
DISP2574,HR Coil,BOST,45,1767.61,78.56,CMO01,Delhi,1200,2023-04-04,2023-04-04,0,0,37,0.815,0.408,0,1,4,0,2545358.4,2545358.4
DISP2575,Structurals,BOXN,50,2187.87,75.44,CMO02,Mumbai,1800,2023-01-30,2023-01-31,1,1,43,0.512,0.524,1,0,1,750000,4725799.2,5475799.2
DISP2576,Wire Rod,BOXN,41,1809.11,76.08,CMO07,Pune,1750,2023-11-02,2023-11-02,0,0,80,0.389,0.656,0,3,11,0,3799131.0,3799131.0
DISP2577,HR Coil,BOXN,50,2434.4,83.94,CMO03,Chennai,2100,2023-07-28,2023-08-01,4,1,13,0.587,0.585,1,4,7,3000000,6134688.0,9134688.0
DISP2578,TMT Bar,BOST,43,1663.87,77.39,CMO05,Hyderabad,1600,2023-10-12,2023-10-14,2,1,21,0.444,0.585,0,3,10,1290000,3194630.4,4484630.4
DISP2579,CR Coil,BOBYN,51,2638.12,86.21,CMO07,Pune,1750,2023-03-28,2023-03-28,0,0,36,0.63,0.597,1,1,3,0,5540052.0,5540052.0
DISP2580,Wire Rod,BOXN,54,3095.46,98.83,CMO01,Delhi,1200,2023-11-14,2023-11-18,4,1,42,0.722,0.417,0,1,11,3240000,4457462.4,7697462.4
DISP2581,TMT Bar,BCN,52,2859.35,99.98,CMO05,Hyderabad,1600,2023-11-20,2023-11-22,2,1,32,0.668,0.657,0,0,11,1560000,5489952.0,7049952.0
DISP2582,Plate,BCN,42,1890.95,81.86,CMO01,Delhi,1200,2023-03-04,2023-03-04,0,0,22,0.78,0.999,0,5,3,0,2722968.0,2722968.0
DISP2583,CR Coil,BOST,50,2412.95,96.52,CMO05,Hyderabad,1600,2023-06-25,2023-06-28,3,1,38,0.984,0.795,1,6,6,2250000,4632864.0,6882864.0
DISP2584,TMT Bar,BOBYN,54,3200.14,98.77,CMO03,Chennai,2100,2023-06-18,2023-06-18,0,0,7,0.931,0.394,0,6,6,0,8064352.8,8064352.8
DISP2585,Plate,BOXN,40,2092.2,90.18,CMO04,Kolkata,350,2023-07-31,2023-07-31,0,0,76,0.916,0.792,1,0,7,0,878724.0,878724.0
DISP2586,Plate,BOXN,57,2344.89,70.93,CMO01,Delhi,1200,2023-12-10,2023-12-10,0,0,61,0.738,0.547,0,6,12,0,3376641.6,3376641.6
DISP2587,Semis,BCN,52,2154.03,75.32,CMO05,Hyderabad,1600,2023-12-23,2023-12-24,1,1,6,0.3,0.559,0,5,12,780000,4135737.6,4915737.6
DISP2588,Structurals,BCN,51,2124.66,75.75,CMO01,Delhi,1200,2023-11-11,2023-11-11,0,0,43,0.847,0.455,0,5,11,0,3059510.4,3059510.4
DISP2589,TMT Bar,BCN,55,2938.34,97.14,CMO01,Delhi,1200,2023-12-28,2023-12-29,1,1,31,0.206,0.989,1,3,12,825000,4231209.6,5056209.6
DISP2590,TMT Bar,BOST,55,2065.64,75.11,CMO05,Hyderabad,1600,2023-04-10,2023-04-12,2,1,77,0.738,0.722,0,0,4,1650000,3966028.8,5616028.8
DISP2591,Structurals,BOBYN,48,2822.6,98.01,CMO01,Delhi,1200,2023-04-27,2023-04-27,0,0,71,0.783,0.492,1,3,4,0,4064544.0,4064544.0
DISP2592,HR Coil,BOST,48,2170.09,90.42,CMO06,Ahmedabad,1900,2023-08-21,2023-08-21,0,0,5,0.95,0.749,0,0,8,0,4947805.2,4947805.2
DISP2593,HR Coil,BCN,53,2778.88,95.33,CMO07,Pune,1750,2023-07-28,2023-07-30,2,1,40,0.297,0.663,1,4,7,1590000,5835648.0,7425648.0
DISP2594,HR Coil,BOBYN,41,1927.11,78.34,CMO06,Ahmedabad,1900,2023-08-04,2023-08-05,1,1,73,0.559,0.304,0,4,8,615000,4393810.8,5008810.8
DISP2595,Plate,BOXN,47,2708.09,99.34,CMO07,Pune,1750,2023-08-05,2023-08-05,0,0,14,0.934,0.438,0,5,8,0,5686989.0,5686989.0
DISP2596,HR Coil,BOXN,40,1958.06,84.4,CMO06,Ahmedabad,1900,2023-01-13,2023-01-13,0,0,80,0.838,0.955,0,4,1,0,4464376.8,4464376.8
DISP2597,CR Coil,BLC,47,2877.99,98.76,CMO01,Delhi,1200,2023-01-28,2023-01-30,2,1,47,0.616,0.466,1,5,1,1410000,4144305.6,5554305.6
DISP2598,Wire Rod,BOXN,54,2736.37,87.37,CMO07,Pune,1750,2023-02-13,2023-02-13,0,0,12,0.933,0.564,0,0,2,0,5746377.0,5746377.0
DISP2599,Structurals,BOBYN,41,2400.31,97.57,CMO01,Delhi,1200,2023-08-15,2023-08-17,2,1,12,0.441,0.738,0,1,8,1230000,3456446.4,4686446.4
DISP2600,Plate,BCN,52,2346.64,82.05,CMO01,Delhi,1200,2023-11-13,2023-11-13,0,0,57,0.386,0.72,0,0,11,0,3379161.6,3379161.6
DISP2601,HR Coil,BLC,54,3142.26,93.85,CMO04,Kolkata,350,2023-11-14,2023-11-14,0,0,17,0.472,0.956,0,1,11,0,1319749.2,1319749.2
DISP2602,Wire Rod,BCN,58,2417.2,75.77,CMO05,Hyderabad,1600,2023-02-22,2023-02-22,0,0,6,0.676,0.347,0,2,2,0,4641024.0,4641024.0
DISP2603,CR Coil,BOBYN,56,2610.34,77.69,CMO05,Hyderabad,1600,2023-08-04,2023-08-06,2,1,66,0.78,0.611,0,4,8,1680000,5011852.8,6691852.8
DISP2604,HR Coil,BCN,58,2650.11,83.08,CMO02,Mumbai,1800,2023-11-30,2023-11-30,0,0,50,0.449,0.92,1,3,11,0,5724237.6,5724237.6
DISP2605,CR Coil,BCN,50,2165.13,78.73,CMO04,Kolkata,350,2023-01-05,2023-01-07,2,1,71,0.669,0.775,0,3,1,1500000,909354.6,2409354.6
DISP2606,Semis,BOXN,53,2468.87,80.31,CMO05,Hyderabad,1600,2023-04-13,2023-04-13,0,0,30,0.828,0.539,0,3,4,0,4740230.4,4740230.4
DISP2607,Structurals,BLC,50,2962.37,95.56,CMO06,Ahmedabad,1900,2023-10-17,2023-10-18,1,1,47,0.693,0.593,0,1,10,750000,6754203.6,7504203.6
DISP2608,Semis,BLC,47,2844.02,97.6,CMO01,Delhi,1200,2023-11-24,2023-11-25,1,1,33,0.755,0.627,0,4,11,705000,4095388.8,4800388.8
DISP2609,Semis,BCN,52,2178.16,76.16,CMO07,Pune,1750,2023-04-05,2023-04-06,1,1,5,0.49,0.352,0,2,4,780000,4574136.0,5354136.0
DISP2610,TMT Bar,BOBYN,58,3388.87,97.38,CMO04,Kolkata,350,2023-07-04,2023-07-04,0,0,10,0.98,0.439,0,1,7,0,1423325.4,1423325.4
DISP2611,CR Coil,BOBYN,50,2862.78,95.43,CMO03,Chennai,2100,2023-05-06,2023-05-07,1,1,27,0.357,0.423,0,5,5,750000,7214205.6,7964205.6
DISP2612,Semis,BOBYN,52,2796.96,89.65,CMO06,Ahmedabad,1900,2023-02-26,2023-03-01,3,1,48,0.949,0.514,1,6,2,2340000,6377068.8,8717068.8
DISP2613,Structurals,BOST,53,2553.32,96.35,CMO02,Mumbai,1800,2023-02-03,2023-02-03,0,0,20,0.316,0.947,0,4,2,0,5515171.2,5515171.2
DISP2614,CR Coil,BLC,51,2515.01,79.54,CMO05,Hyderabad,1600,2023-08-08,2023-08-08,0,0,36,0.937,0.834,0,1,8,0,4828819.2,4828819.2
DISP2615,Semis,BCN,44,1931.9,79.83,CMO05,Hyderabad,1600,2023-01-28,2023-01-28,0,0,40,0.898,0.896,1,5,1,0,3709248.0,3709248.0
DISP2616,Wire Rod,BOXN,55,2989.98,93.73,CMO02,Mumbai,1800,2023-11-11,2023-11-11,0,0,13,0.334,0.572,0,5,11,0,6458356.8,6458356.8
DISP2617,Semis,BCN,55,2588.39,85.57,CMO05,Hyderabad,1600,2023-04-02,2023-04-02,0,0,46,0.77,0.668,0,6,4,0,4969708.8,4969708.8
DISP2618,Wire Rod,BCN,58,2616.71,82.03,CMO04,Kolkata,350,2023-10-26,2023-10-28,2,1,9,0.366,0.926,1,3,10,1740000,1099018.2,2839018.2
DISP2619,CR Coil,BLC,52,2809.43,87.14,CMO03,Chennai,2100,2023-07-11,2023-07-12,1,1,37,0.64,0.394,0,1,7,780000,7079763.6,7859763.6
DISP2620,TMT Bar,BOST,41,1721.13,83.96,CMO02,Mumbai,1800,2023-11-15,2023-11-15,0,0,48,0.541,0.627,0,2,11,0,3717640.8,3717640.8
DISP2621,Semis,BCN,48,2150.84,81.47,CMO04,Kolkata,350,2023-04-02,2023-04-03,1,1,61,0.387,0.752,0,6,4,720000,903352.8,1623352.8
DISP2622,Semis,BOST,57,2545.32,89.31,CMO05,Hyderabad,1600,2023-05-22,2023-05-23,1,1,34,0.279,0.35,0,0,5,855000,4887014.4,5742014.4
DISP2623,CR Coil,BCN,48,2087.75,79.08,CMO06,Ahmedabad,1900,2023-12-16,2023-12-20,4,1,40,0.353,0.723,0,5,12,2880000,4760070.0,7640070.0
DISP2624,Structurals,BOST,48,1686.14,70.26,CMO06,Ahmedabad,1900,2023-06-03,2023-06-04,1,1,41,0.858,0.848,0,5,6,720000,3844399.2,4564399.2
DISP2625,Plate,BOXN,55,2858.97,89.62,CMO07,Pune,1750,2023-03-18,2023-03-20,2,1,55,0.382,0.806,0,5,3,1650000,6003837.0,7653837.0
DISP2626,Plate,BOST,54,2475.23,91.68,CMO07,Pune,1750,2023-08-25,2023-08-27,2,1,48,0.834,0.519,1,4,8,1620000,5197983.0,6817983.0
DISP2627,Structurals,BOBYN,54,2705.37,83.5,CMO04,Kolkata,350,2023-10-13,2023-10-17,4,1,8,0.5,0.704,0,4,10,3240000,1136255.4,4376255.4
DISP2628,HR Coil,BCN,50,2111.03,76.76,CMO04,Kolkata,350,2023-08-06,2023-08-08,2,1,56,0.81,0.783,0,6,8,1500000,886632.6,2386632.6
DISP2629,Plate,BOXN,44,1904.07,74.61,CMO07,Pune,1750,2023-06-19,2023-06-19,0,0,77,0.704,0.722,0,0,6,0,3998547.0,3998547.0
DISP2630,Semis,BLC,46,2808.1,98.46,CMO04,Kolkata,350,2023-02-02,2023-02-06,4,1,73,0.509,0.632,0,3,2,2760000,1179402.0,3939402.0
DISP2631,Structurals,BOXN,45,1908.68,73.13,CMO03,Chennai,2100,2023-10-11,2023-10-12,1,1,27,0.226,0.782,0,2,10,675000,4809873.6,5484873.6
DISP2632,HR Coil,BCN,46,1947.88,76.99,CMO04,Kolkata,350,2023-12-04,2023-12-05,1,1,72,0.256,0.34,0,0,12,690000,818109.6,1508109.6
DISP2633,Semis,BLC,45,2781.29,99.69,CMO04,Kolkata,350,2023-03-08,2023-03-12,4,1,73,0.535,0.82,0,2,3,2700000,1168141.8,3868141.8
DISP2634,CR Coil,BOBYN,49,2439.2,82.97,CMO02,Mumbai,1800,2023-12-30,2024-01-01,2,1,65,0.327,0.703,1,5,12,1470000,5268672.0,6738672.0
DISP2635,Structurals,BLC,48,2263.28,76.05,CMO06,Ahmedabad,1900,2023-03-15,2023-03-15,0,0,62,0.251,0.579,0,2,3,0,5160278.4,5160278.4
DISP2636,Plate,BOST,55,2304.67,83.81,CMO03,Chennai,2100,2023-10-22,2023-10-22,0,0,10,0.79,0.502,0,6,10,0,5807768.4,5807768.4
DISP2637,Wire Rod,BCN,52,2527.98,88.39,CMO03,Chennai,2100,2023-03-31,2023-04-03,3,1,58,0.399,0.93,1,4,3,2340000,6370509.6,8710509.6
DISP2638,Structurals,BOST,43,1758.84,81.81,CMO02,Mumbai,1800,2023-01-23,2023-01-23,0,0,35,0.908,0.411,0,0,1,0,3799094.4,3799094.4
DISP2639,Plate,BOXN,46,2594.95,97.26,CMO03,Chennai,2100,2023-07-30,2023-08-02,3,1,75,0.297,0.558,1,6,7,2070000,6539274.0,8609274.0
DISP2640,Semis,BLC,54,2509.16,74.95,CMO03,Chennai,2100,2023-04-17,2023-04-17,0,0,69,0.236,0.319,0,0,4,0,6323083.2,6323083.2
DISP2641,Structurals,BLC,52,2589.19,80.31,CMO06,Ahmedabad,1900,2023-07-24,2023-07-27,3,1,29,0.517,0.308,0,0,7,2340000,5903353.2,8243353.2
DISP2642,TMT Bar,BLC,55,2858.97,83.84,CMO06,Ahmedabad,1900,2023-02-12,2023-02-15,3,1,75,0.726,0.8,0,6,2,2475000,6518451.6,8993451.6
DISP2643,TMT Bar,BOBYN,45,2569.18,95.15,CMO07,Pune,1750,2023-11-07,2023-11-07,0,0,17,0.342,0.387,0,1,11,0,5395278.0,5395278.0
DISP2644,CR Coil,BOXN,48,2077.0,74.6,CMO01,Delhi,1200,2023-07-03,2023-07-03,0,0,27,0.373,0.324,0,0,7,0,2990880.0,2990880.0
DISP2645,CR Coil,BOXN,56,2898.2,89.23,CMO04,Kolkata,350,2023-12-04,2023-12-05,1,1,18,0.512,0.516,0,0,12,840000,1217244.0,2057244.0
DISP2646,Semis,BOBYN,47,2290.95,81.24,CMO04,Kolkata,350,2023-05-03,2023-05-03,0,0,30,0.273,0.595,0,2,5,0,962199.0,962199.0
DISP2647,TMT Bar,BOBYN,42,1930.75,76.62,CMO07,Pune,1750,2023-02-19,2023-02-19,0,0,26,0.779,0.331,0,6,2,0,4054575.0,4054575.0
DISP2648,Semis,BCN,57,2783.99,88.8,CMO03,Chennai,2100,2023-11-16,2023-11-16,0,0,31,0.947,0.577,0,3,11,0,7015654.8,7015654.8
DISP2649,CR Coil,BOXN,51,2357.56,79.7,CMO02,Mumbai,1800,2023-01-08,2023-01-09,1,1,56,0.723,0.308,0,6,1,765000,5092329.6,5857329.6
DISP2650,Structurals,BCN,51,2000.47,71.32,CMO07,Pune,1750,2023-04-22,2023-04-22,0,0,57,0.441,0.719,0,5,4,0,4200987.0,4200987.0
